UDI,Product ID,Type,air_temperature,process_temperature,rotational_speed,Torque,tool_wear,machine_failure,tool_wear_failure,heat_dissipation_failure,PWF_power_failure,OSF_overstrain_failure,RNF_random_failure,date
1204,H30617,H,297.0,308.1,1410,47.6,79,0,0,0,0,0,0,10/05/2012
1205,L48384,L,296.9,308.0,1521,34.5,84,0,0,0,0,0,0,11/05/2012
1206,L48385,L,296.8,308.0,1371,54.5,86,0,0,0,0,0,0,12/05/2012
1207,H30620,H,296.9,308.0,1318,53.5,88,0,0,0,0,0,0,13/05/2012
1208,M16067,M,297.0,308.1,1573,34.9,93,0,0,0,0,0,0,14/05/2012
1209,L48388,L,297.0,308.1,1489,44.1,96,0,0,0,0,0,0,15/05/2012
1210,H30623,H,297.0,308.1,2540,13.3,98,0,0,0,0,0,0,16/05/2012
1211,L48390,L,297.0,308.1,1537,39.0,103,0,0,0,0,0,0,17/05/2012
1212,H30625,H,296.9,308.0,1416,46.9,105,0,0,0,0,0,0,18/05/2012
1213,L48392,L,296.9,307.9,1359,56.5,110,0,0,0,0,0,0,19/05/2012
1214,M16073,M,296.8,307.8,1551,38.9,112,0,0,0,0,0,0,20/05/2012
1215,M16074,M,296.8,307.8,1694,33.0,115,0,0,0,0,0,0,21/05/2012
1216,L48395,L,296.8,307.9,1709,28.4,118,0,0,0,0,0,0,22/05/2012
1217,L48396,L,296.9,308.0,1514,41.0,120,0,0,0,0,0,0,23/05/2012
1218,L48397,L,297.0,308.1,1455,43.5,122,0,0,0,0,0,0,24/05/2012
1219,M16078,M,297.0,308.2,1702,30.7,124,0,0,0,0,0,0,25/05/2012
1220,M16079,M,296.9,308.1,1357,41.8,127,0,0,0,0,0,0,26/05/2012
1221,L48400,L,297.0,308.2,1577,29.4,130,0,0,0,0,0,0,27/05/2012
1222,M16081,M,297.0,308.3,1399,46.4,132,0,0,0,0,0,1,28/05/2012
1223,L48402,L,297.0,308.3,1399,59.0,135,0,0,0,0,0,0,29/05/2012
1224,L48403,L,297.0,308.3,1492,48.1,137,0,0,0,0,0,0,30/05/2012
1225,L48404,L,297.1,308.3,1763,25.7,139,0,0,0,0,0,0,31/05/2012
1226,H30639,H,297.1,308.3,1492,41.5,141,0,0,0,0,0,0,01/06/2012
1227,L48406,L,297.1,308.4,1488,42.5,146,0,0,0,0,0,0,02/06/2012
1228,L48407,L,297.1,308.4,1422,42.1,148,0,0,0,0,0,0,03/06/2012
1229,M16088,M,297.1,308.4,1583,38.2,150,0,0,0,0,0,0,04/06/2012
1230,L48409,L,297.1,308.4,1304,53.5,153,0,0,0,0,0,0,05/06/2012
1231,M16090,M,297.1,308.4,1880,23.5,155,0,0,0,0,0,0,06/06/2012
1232,M16091,M,297.2,308.5,1604,40.7,158,0,0,0,0,0,0,07/06/2012
1233,L48412,L,297.2,308.6,1500,37.1,161,0,0,0,0,0,0,08/06/2012
1234,M16093,M,297.2,308.5,1364,55.6,163,0,0,0,0,0,0,09/06/2012
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0,10/06/2012
1236,H30649,H,297.1,308.4,1654,31.4,171,0,0,0,0,0,0,11/06/2012
1237,H30650,H,297.1,308.4,1359,46.6,176,0,0,0,0,0,0,12/06/2012
1238,M16097,M,297.1,308.4,1502,37.3,181,0,0,0,0,0,0,13/06/2012
1239,M16098,M,297.1,308.4,1615,32.6,184,0,0,0,0,0,0,14/06/2012
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,15/06/2012
1241,L48420,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0,16/06/2012
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,17/06/2012
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,18/06/2012
1244,M16103,M,297.1,308.4,1432,53.4,199,0,0,0,0,0,0,19/06/2012
1245,L48424,L,297.1,308.4,1726,28.4,202,0,0,0,0,0,0,20/06/2012
1246,M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0,21/06/2012
1247,H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0,22/06/2012
1248,L48427,L,297.2,308.5,1513,42.9,212,0,0,0,0,0,0,23/06/2012
1249,L48428,L,297.2,308.6,1489,40.2,214,0,0,0,0,0,0,24/06/2012
1250,L48429,L,297.3,308.7,1467,36.8,216,0,0,0,0,0,0,25/06/2012
1251,L48430,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0,26/06/2012
1252,M16111,M,297.4,308.8,1359,48.7,220,0,0,0,0,0,0,27/06/2012
1253,L48432,L,297.5,308.8,1533,41.5,223,0,0,0,0,0,0,28/06/2012
1254,L48433,L,297.5,308.8,1309,57.3,0,0,0,0,0,0,0,29/06/2012
1255,H30668,H,297.5,308.8,1430,49.4,2,0,0,0,0,0,0,30/06/2012
1256,H30669,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0,01/07/2012
1257,M16116,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0,02/07/2012
1258,L48437,L,297.5,308.9,1466,43.0,15,0,0,0,0,0,0,03/07/2012
1259,L48438,L,297.5,308.9,1427,50.4,17,0,0,0,0,0,0,04/07/2012
1260,M16119,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0,05/07/2012
1261,L48440,L,297.6,309.0,1528,33.8,22,0,0,0,0,0,0,06/07/2012
1262,H30675,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0,07/07/2012
1263,H30676,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0,08/07/2012
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0,09/07/2012
1265,M16124,M,297.8,309.3,2243,15.7,36,0,0,0,0,0,0,10/07/2012
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,11/07/2012
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0,12/07/2012
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0,13/07/2012
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,14/07/2012
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0,15/07/2012
1271,M16130,M,298.0,309.4,1276,65.9,50,0,0,0,0,0,0,16/07/2012
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,17/07/2012
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,18/07/2012
1274,L48453,L,298.1,309.4,1397,48.2,63,0,0,0,0,0,0,19/07/2012
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,20/07/2012
1276,M16135,M,298.1,309.4,1362,47.6,70,0,0,0,0,0,0,21/07/2012
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,22/07/2012
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,23/07/2012
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,24/07/2012
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,25/07/2012
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,26/07/2012
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,27/07/2012
1283,L48462,L,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,28/07/2012
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,29/07/2012
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,30/07/2012
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,31/07/2012
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,01/08/2012
1288,L48467,L,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,02/08/2012
1289,M16148,M,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,03/08/2012
1290,M16149,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,04/08/2012
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,05/08/2012
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,06/08/2012
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,07/08/2012
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,08/08/2012
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,09/08/2012
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,10/08/2012
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,11/08/2012
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,12/08/2012
1299,M16158,M,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,13/08/2012
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,14/08/2012
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,15/08/2012
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,16/08/2012
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,17/08/2012
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,18/08/2012
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,19/08/2012
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,20/08/2012
1307,L48486,L,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,21/08/2012
1308,L48487,L,298.8,310.0,1423,42.1,154,0,0,0,0,0,0,22/08/2012
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,23/08/2012
1310,L48489,L,298.9,310.2,1654,31.1,158,0,0,0,0,0,0,24/08/2012
1311,L48490,L,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,25/08/2012
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,26/08/2012
1313,L48492,L,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,27/08/2012
1314,L48493,L,298.9,310.2,1359,56.9,166,0,0,0,0,0,0,28/08/2012
1315,M16174,M,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,29/08/2012
1316,L48495,L,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,30/08/2012
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,31/08/2012
1318,L48497,L,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,01/09/2012
1319,M16178,M,299.0,310.3,1582,33.3,177,0,0,0,0,0,0,02/09/2012
1320,L48499,L,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,03/09/2012
1321,M16180,M,299.0,310.3,1540,38.1,182,0,0,0,0,0,0,04/09/2012
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0,05/09/2012
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,06/09/2012
1324,L48503,L,298.9,310.1,1361,51.7,192,0,0,0,0,0,0,07/09/2012
1325,M16184,M,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,08/09/2012
1326,H30739,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,0,09/09/2012
1327,L48506,L,298.9,310.2,1411,46.5,202,0,0,0,0,0,0,10/09/2012
1328,L48507,L,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,11/09/2012
1329,M16188,M,298.8,310.1,1719,28.8,206,0,0,0,0,0,0,12/09/2012
1330,H30743,H,298.8,310.2,1663,30.4,209,0,0,0,0,0,0,13/09/2012
1331,L48510,L,298.9,310.2,1696,30.2,214,0,0,0,0,0,0,14/09/2012
1332,H30745,H,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,15/09/2012
1333,L48512,L,299.0,310.3,1868,24.0,221,0,0,0,0,0,0,16/09/2012
1334,M16193,M,299.0,310.3,1558,35.4,223,0,0,0,0,0,0,17/09/2012
1335,L48514,L,299.0,310.4,1365,49.1,226,1,0,0,0,1,0,18/09/2012
1336,L48515,L,299.0,310.4,1371,53.8,228,1,0,0,0,1,0,19/09/2012
1337,L48516,L,298.9,310.3,1583,32.6,230,0,0,0,0,0,0,20/09/2012
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0,21/09/2012
1339,L48518,L,298.6,310.1,1721,27.2,5,0,0,0,0,0,0,22/09/2012
1340,M16199,M,298.6,310.2,1668,31.5,7,0,0,0,0,0,0,23/09/2012
1341,L48520,L,298.6,310.2,1569,36.3,10,0,0,0,0,0,0,24/09/2012
1342,M16201,M,298.6,310.2,1328,50.5,12,0,0,0,0,0,0,25/09/2012
1343,M16202,M,298.6,310.1,1596,33.0,15,0,0,0,0,0,0,26/09/2012
1344,L48523,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,0,27/09/2012
1345,L48524,L,298.5,310.1,1809,28.9,20,0,0,0,0,0,0,28/09/2012
1346,L48525,L,298.5,310.0,1804,26.1,22,0,0,0,0,0,0,29/09/2012
1347,L48526,L,298.6,310.1,1533,33.9,24,0,0,0,0,0,0,30/09/2012
1348,L48527,L,298.7,310.2,1717,27.3,26,0,0,0,0,0,0,01/10/2012
1349,L48528,L,298.7,310.2,1363,45.5,28,0,0,0,0,0,0,02/10/2012
1350,L48529,L,298.7,310.2,1402,45.9,30,0,0,0,0,0,0,03/10/2012
1351,L48530,L,298.7,310.2,1436,47.5,32,0,0,0,0,0,0,04/10/2012
1352,L48531,L,298.7,310.2,1525,43.7,34,0,0,0,0,0,0,05/10/2012
1353,M16212,M,298.7,310.2,1598,33.3,36,0,0,0,0,0,0,06/10/2012
1354,M16213,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,07/10/2012
1355,L48534,L,298.6,310.0,1334,48.0,42,0,0,0,0,0,0,08/10/2012
1356,M16215,M,298.6,310.0,1681,35.5,44,0,0,0,0,0,0,09/10/2012
1357,L48536,L,298.6,309.9,1593,37.4,47,0,0,0,0,0,0,10/10/2012
1358,L48537,L,298.6,309.9,1461,45.7,49,0,0,0,0,0,0,11/10/2012
1359,M16218,M,298.7,310.1,1693,31.9,51,0,0,0,0,0,0,12/10/2012
1360,L48539,L,298.7,310.2,1404,50.3,54,0,0,0,0,0,0,13/10/2012
1361,H30774,H,298.8,310.2,1707,27.6,56,0,0,0,0,0,0,14/10/2012
1362,M16221,M,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,15/10/2012
1363,L48542,L,298.6,310.0,1517,41.2,64,0,0,0,0,0,0,16/10/2012
1364,L48543,L,298.7,310.1,1433,54.6,66,0,0,0,0,0,0,17/10/2012
1365,L48544,L,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,18/10/2012
1366,L48545,L,298.7,310.1,1676,33.5,70,0,0,0,0,0,0,19/10/2012
1367,M16226,M,298.7,310.1,1368,56.8,72,0,0,0,0,0,0,20/10/2012
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,21/10/2012
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,22/10/2012
1370,M16229,M,298.7,310.3,1481,41.5,83,0,0,0,0,0,0,23/10/2012
1371,L48550,L,298.7,310.3,1451,40.0,86,0,0,0,0,0,0,24/10/2012
1372,M16231,M,298.7,310.3,1495,38.7,88,0,0,0,0,0,0,25/10/2012
1373,M16232,M,298.8,310.3,1573,41.8,91,0,0,0,0,0,0,26/10/2012
1374,M16233,M,298.8,310.3,1366,59.0,94,0,0,0,0,0,0,27/10/2012
1375,L48554,L,298.8,310.3,1553,36.8,97,0,0,0,0,0,0,28/10/2012
1376,M16235,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,29/10/2012
1377,M16236,M,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,30/10/2012
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,31/10/2012
1379,H30792,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,01/11/2012
1380,L48559,L,298.7,310.1,1620,34.8,112,0,0,0,0,0,0,02/11/2012
1381,L48560,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0,03/11/2012
1382,M16241,M,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,04/11/2012
1383,L48562,L,298.8,310.1,1653,30.3,119,0,0,0,0,0,0,05/11/2012
1384,M16243,M,298.9,310.2,1331,49.0,121,0,0,0,0,0,0,06/11/2012
1385,L48564,L,298.9,310.3,1484,43.8,124,0,0,0,0,0,0,07/11/2012
1386,M16245,M,298.9,310.2,1603,36.1,126,0,0,0,0,0,0,08/11/2012
1387,L48566,L,298.9,310.2,1445,40.0,129,0,0,0,0,0,0,09/11/2012
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,10/11/2012
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,11/11/2012
1390,L48569,L,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,12/11/2012
1391,L48570,L,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,13/11/2012
1392,L48571,L,298.9,310.2,2737,8.8,142,1,0,0,1,0,0,14/11/2012
1393,M16252,M,299.0,310.3,1494,46.6,144,0,0,0,0,0,0,15/11/2012
1394,L48573,L,299.1,310.4,1594,33.3,147,0,0,0,0,0,0,16/11/2012
1395,L48574,L,299.1,310.4,1527,44.0,149,0,0,0,0,0,0,17/11/2012
1396,L48575,L,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,18/11/2012
1397,L48576,L,299.0,310.3,1483,39.2,153,0,0,0,0,0,0,19/11/2012
1398,L48577,L,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,20/11/2012
1399,L48578,L,299.1,310.3,1472,46.6,157,0,0,0,0,0,0,21/11/2012
1400,L48579,L,299.0,310.2,1533,43.5,159,0,0,0,0,0,0,22/11/2012
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,23/11/2012
1402,H30815,H,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,24/11/2012
1403,M16262,M,298.9,310.1,1313,56.8,171,0,0,0,0,0,0,25/11/2012
1404,L48583,L,299.0,310.2,1372,48.0,174,0,0,0,0,0,0,26/11/2012
1405,M16264,M,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,27/11/2012
1406,L48585,L,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,28/11/2012
1407,L48586,L,298.9,310.1,1442,48.0,181,0,0,0,0,0,0,29/11/2012
1408,L48587,L,298.9,310.0,1564,33.8,183,0,0,0,0,0,0,30/11/2012
1409,L48588,L,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,01/12/2012
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,02/12/2012
1411,M16270,M,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,03/12/2012
1412,L48591,L,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,04/12/2012
1413,M16272,M,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,05/12/2012
1414,M16273,M,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,06/12/2012
1415,M16274,M,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,07/12/2012
1416,L48595,L,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,08/12/2012
1417,M16276,M,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,09/12/2012
1418,L48597,L,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,10/12/2012
1419,L48598,L,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,11/12/2012
1420,L48599,L,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,12/12/2012
1421,M16280,M,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,13/12/2012
1422,L48601,L,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,14/12/2012
1423,L48602,L,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,15/12/2012
1424,L48603,L,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,16/12/2012
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,17/12/2012
1426,L48605,L,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,18/12/2012
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,19/12/2012
1428,L48607,L,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,20/12/2012
1429,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,21/12/2012
1430,M16289,M,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,22/12/2012
1431,L48610,L,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,23/12/2012
1432,M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,24/12/2012
1433,L48612,L,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,25/12/2012
1434,L48613,L,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,26/12/2012
1435,M16294,M,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,27/12/2012
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,28/12/2012
1437,H30850,H,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,29/12/2012
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,30/12/2012
1439,L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,31/12/2012
1440,M16299,M,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,01/01/2013
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,02/01/2013
1442,L48621,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,03/01/2013
1443,M16302,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,04/01/2013
1444,L48623,L,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,05/01/2013
1445,L48624,L,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,06/01/2013
1446,L48625,L,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,07/01/2013
1447,M16306,M,299.0,310.2,1628,35.8,64,0,0,0,0,0,0,08/01/2013
1448,M16307,M,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,09/01/2013
1449,M16308,M,299.0,310.3,1657,31.0,70,0,0,0,0,0,0,10/01/2013
1450,H30863,H,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,11/01/2013
1451,M16310,M,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,12/01/2013
1452,L48631,L,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,13/01/2013
1453,L48632,L,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,14/01/2013
1454,L48633,L,299.1,310.4,1450,40.9,85,0,0,0,0,0,0,15/01/2013
1455,L48634,L,299.1,310.4,1428,46.9,87,0,0,0,0,0,0,16/01/2013
1456,L48635,L,299.0,310.4,1382,53.0,89,0,0,0,0,0,0,17/01/2013
1457,L48636,L,299.0,310.3,1501,43.0,91,0,0,0,0,0,0,18/01/2013
1458,L48637,L,299.0,310.3,1475,42.4,93,0,0,0,0,0,0,19/01/2013
1459,L48638,L,298.9,310.3,1364,54.0,95,0,0,0,0,0,0,20/01/2013
1460,L48639,L,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,21/01/2013
1461,L48640,L,299.0,310.3,1437,47.8,99,0,0,0,0,0,0,22/01/2013
1462,L48641,L,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,23/01/2013
1463,L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,24/01/2013
1464,L48643,L,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,25/01/2013
1465,L48644,L,298.8,310.0,1412,46.3,107,0,0,0,0,0,0,26/01/2013
1466,L48645,L,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,27/01/2013
1467,L48646,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,28/01/2013
1468,L48647,L,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,29/01/2013
1469,M16328,M,298.6,309.8,1419,44.9,115,0,0,0,0,0,0,30/01/2013
1470,L48649,L,298.6,309.8,1497,41.6,118,0,0,0,0,0,0,31/01/2013
1471,L48650,L,298.5,309.7,1437,42.6,120,0,0,0,0,0,0,01/02/2013
1472,L48651,L,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,02/02/2013
1473,M16332,M,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,03/02/2013
1474,M16333,M,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,04/02/2013
1475,M16334,M,298.5,309.5,1366,61.9,130,0,0,0,0,0,0,05/02/2013
1476,M16335,M,298.4,309.5,1519,35.4,133,0,0,0,0,0,0,06/02/2013
1477,L48656,L,298.4,309.5,1692,28.3,136,0,0,0,0,0,0,07/02/2013
1478,L48657,L,298.3,309.4,1570,35.6,138,0,0,0,0,0,0,08/02/2013
1479,L48658,L,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,09/02/2013
1480,L48659,L,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,10/02/2013
1481,M16340,M,298.2,309.3,2056,18.7,144,0,0,0,0,0,0,11/02/2013
1482,M16341,M,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,12/02/2013
1483,M16342,M,298.1,309.1,1448,52.5,150,0,0,0,0,0,0,13/02/2013
1484,L48663,L,298.0,308.9,1578,35.6,153,0,0,0,0,0,0,14/02/2013
1485,M16344,M,298.0,309.0,1562,39.2,155,0,0,0,0,0,0,15/02/2013
1486,M16345,M,298.1,309.0,1976,19.3,158,0,0,0,0,0,0,16/02/2013
1487,M16346,M,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,17/02/2013
1488,L48667,L,298.2,309.1,1429,48.5,164,0,0,0,0,0,0,18/02/2013
1489,L48668,L,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,19/02/2013
1490,M16349,M,298.2,309.0,1723,26.6,168,0,0,0,0,0,0,20/02/2013
1491,L48670,L,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,21/02/2013
1492,M16351,M,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,22/02/2013
1493,M16352,M,298.0,308.7,1479,58.5,176,1,0,0,1,0,0,23/02/2013
1494,L48673,L,298.0,308.8,1496,44.9,179,0,0,0,0,0,0,24/02/2013
1495,M16354,M,298.0,308.7,1377,48.5,181,0,0,0,0,0,0,25/02/2013
1496,H30909,H,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,26/02/2013
1497,L48676,L,298.0,308.7,1268,69.4,189,1,0,0,1,1,0,27/02/2013
1498,L48677,L,298.0,308.7,1629,34.3,191,0,0,0,0,0,0,28/02/2013
1499,L48678,L,298.0,308.8,1790,27.2,193,0,0,0,0,0,0,01/03/2013
1500,M16359,M,298.1,308.8,2206,16.3,195,0,0,0,0,0,0,02/03/2013
1501,M16360,M,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,03/03/2013
1502,M16361,M,298.0,308.7,1436,48.2,201,0,0,0,0,0,0,04/03/2013
1503,L48682,L,298.0,308.7,1462,48.2,204,0,0,0,0,0,0,05/03/2013
1504,L48683,L,298.0,308.7,1771,26.2,206,0,0,0,0,0,0,06/03/2013
1505,L48684,L,298.0,308.7,1506,47.0,208,0,0,0,0,0,0,07/03/2013
1506,L48685,L,298.0,308.7,1626,36.7,210,0,0,0,0,0,0,08/03/2013
1507,L48686,L,298.0,308.8,1610,33.7,212,0,0,0,0,0,0,09/03/2013
1508,M16367,M,298.0,308.6,1376,55.7,214,0,0,0,0,0,0,10/03/2013
1509,M16368,M,298.0,308.6,1507,37.3,217,0,0,0,0,0,0,11/03/2013
1510,L48689,L,298.0,308.5,1429,37.7,220,1,1,0,0,0,0,12/03/2013
1511,M16370,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0,13/03/2013
